,S_No,user_id,username,tweet,unix_time,title,year,rating
2239,763340,188691432,BigMajk,I rated Rush 7/10 ,1389617021,,,
2240,763341,38839452,roxiehwang,I rated Noi the Albino 9/10 ,1389616545,,,
2241,763342,68917505,TateLeon,I rated Munich 7.5/10 ,1389615906,,,
2242,763343,68917505,TateLeon,I rated When Harry Met Sally... 7/10 ,1389615807,,,
2243,763344,31301577,kev9698,I rated True Detective 9/10 ,1389615508,,,
2244,763345,26959381,NZ_Yaman,I rated Her 8/10 ,1389614448,,,
2245,763346,398275527,S_SALE7,I rated Inception 10/10 ,1389614076,,,
2246,763347,16393359,sterestherster,I rated Before the Winter Chill 3/10 ,1389613989,,,
2247,763348,16393359,sterestherster,I rated The Lunchbox 7/10 ,1389613963,,,
2248,763349,16393359,sterestherster,I rated Philomena 8/10 ,1389613907,,,
2249,763350,67759834,DennisEduan,I rated A Mulher do Meu Irmão 6/10 ,1389613906,,,
2250,763351,16393359,sterestherster,I rated The Wolf of Wall Street 5/10 ,1389613874,,,
2251,763352,67759834,DennisEduan,I rated Abutres 7/10 ,1389613816,,,
2252,763353,430791826,RustyRhys,I rated Philomena 7/10 ,1389613641,,,
2253,763354,191113871,DemianLan,I rated Man with a Movie Camera 10/10 ,1389613401,,,
2254,763355,55015818,pabloesanabria,I rated Charlie Countryman 7/10  http://t.co/GESosvGInq,1389613315,,,
2255,763356,92142272,gervdani,I rated Saving Silverman 8/10 ,1389612913,,,
2256,763357,92142272,gervdani,I rated The Way Way Back 6/10 ,1389612592,,,
2257,763358,22193668,osval,I rated Captain Phillips 9/10 ,1389612548,,,
2258,763359,46691145,dbuentel,I rated Perdidos en la noche 9/10 ,1389612413,,,
2259,763360,100267184,DaveCostaR,I rated The Legend of Hercules 7/10 ,1389612266,,,
2260,763361,244051189,msan_7,I rated The Hobbit: The Desolation of Smaug 8/10 ,1389611938,,,
2261,763362,54068695,ejcrohan,I rated What Maisie Knew 6/10 ,1389611483,,,
2262,763363,180111736,omarfoda,I rated 12 Years a Slave 7/10 ,1389611249,,,
2263,763364,15640489,andrewwnyc,I rated Saving Mr. Banks 10/10 ,1389610952,,,
2264,763365,337174540,ScottDaley26,I rated Frozen 9/10 ,1389609414,,,
2265,763366,462504972,CiaoCR7,I rated Gravity -10/10 ,1389609210,,,
2266,763367,1352882503,HowellYouDoin,I rated Chuck 10/10 ,1389608255,,,
